manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
AIRBUS,4/29/2013,-2,B6,N659JB,JFK
AIRBUS,4/29/2013,-15,B6,N653JB,JFK
AIRBUS,4/29/2013,-5,B6,N645JB,JFK
BOEING,4/29/2013,-15,DL,N713TW,JFK
CANADAIR,4/29/2013,66,EV,N826AS,JFK
BOEING,4/29/2013,-21,DL,N649DL,JFK
AIRBUS,4/29/2013,-37,B6,N763JB,JFK
AIRBUS,4/29/2013,-29,VX,N641VA,JFK
AIRBUS,4/29/2013,-43,VX,N846VA,JFK
AIRBUS,4/29/2013,-36,B6,N712JB,JFK
BOEING,4/29/2013,-22,DL,N722TW,JFK
AIRBUS,4/29/2013,16,B6,N706JB,JFK
"BOMBARDIER INC",4/29/2013,-35,9E,N925XJ,JFK
"BOMBARDIER INC",4/29/2013,-12,9E,N8940E,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,-16,DL,N955DL,JFK
BOEING,4/29/2013,-31,DL,N6716C,JFK
"BOMBARDIER INC",4/29/2013,-37,9E,N919XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,-10,DL,N922DL,JFK
AIRBUS,4/29/2013,-1,US,N668AW,JFK
"BOMBARDIER INC",4/29/2013,-27,9E,N819AY,JFK
"BOMBARDIER INC",4/29/2013,-32,9E,N928XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,-20,DL,N911DL,JFK
"BOMBARDIER INC",4/29/2013,-10,9E,N914XJ,JFK
AIRBUS,4/29/2013,2,B6,N656JB,JFK
BOEING,4/29/2013,-55,DL,N624AG,JFK
AIRBUS,4/29/2013,0,B6,N636JB,JFK
AIRBUS,4/29/2013,-29,VX,N631VA,JFK
AIRBUS,4/29/2013,-23,B6,N709JB,JFK
AIRBUS,4/29/2013,-36,VX,N849VA,JFK
AIRBUS,4/29/2013,-19,B6,N658JB,JFK
CANADAIR,4/29/2013,-11,EV,N830AS,JFK
BOEING,4/29/2013,-34,DL,N703TW,JFK
AIRBUS,4/29/2013,-9,B6,N665JB,JFK
"AIRBUS INDUSTRIE",4/29/2013,-9,US,N744P,JFK
AIRBUS,4/29/2013,-35,VX,N839VA,JFK
AIRBUS,4/29/2013,-29,B6,N623JB,JFK
"BOMBARDIER INC",4/29/2013,84,9E,N8903A,JFK
AIRBUS,4/29/2013,-13,B6,N793JB,JFK
"BOMBARDIER INC",4/29/2013,-25,9E,N906XJ,JFK
"AIRBUS INDUSTRIE",4/29/2013,0,US,N765US,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,22,DL,N997DL,JFK
AIRBUS,4/29/2013,3,B6,N625JB,JFK
AIRBUS,4/29/2013,-43,VX,N625VA,JFK
AIRBUS,4/29/2013,-3,B6,N645JB,JFK
BOEING,4/29/2013,99,DL,N705TW,JFK
"BOMBARDIER INC",4/29/2013,21,EV,N833AS,JFK
AIRBUS,4/29/2013,40,B6,N627JB,JFK
BOEING,4/29/2013,-52,DL,N717TW,JFK
"BOMBARDIER INC",4/29/2013,-7,9E,N830AY,JFK
"BOMBARDIER INC",4/29/2013,-15,9E,N904XJ,JFK
AIRBUS,4/29/2013,-21,B6,N643JB,JFK
AIRBUS,4/29/2013,-21,B6,N796JB,JFK
"BOMBARDIER INC",4/29/2013,-42,9E,N932XJ,JFK
"BOMBARDIER INC",4/29/2013,-31,9E,N801AY,JFK
BOEING,4/29/2013,-23,DL,N718TW,JFK
AIRBUS,4/29/2013,23,B6,N706JB,JFK
"BOMBARDIER INC",4/29/2013,-22,9E,N8969A,JFK
"BOMBARDIER INC",4/29/2013,-2,9E,N8944B,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,22,DL,N925DL,JFK
"BOMBARDIER INC",4/29/2013,-43,9E,N929XJ,JFK
BOEING,4/29/2013,-41,DL,N709TW,JFK
"BOMBARDIER INC",4/29/2013,-26,9E,N906XJ,JFK
"BOMBARDIER INC",4/29/2013,-25,9E,N912XJ,JFK
"BOMBARDIER INC",4/29/2013,18,9E,N8516C,JFK
"BOMBARDIER INC",4/29/2013,-21,9E,N927XJ,JFK
"BOMBARDIER INC",4/29/2013,-20,9E,N925XJ,JFK
"BOMBARDIER INC",4/29/2013,-5,9E,N919XJ,JFK
AIRBUS,4/29/2013,-52,B6,N789JB,JFK
AIRBUS,4/29/2013,30,B6,N636JB,JFK
"BOMBARDIER INC",4/29/2013,-30,9E,N926XJ,JFK
"BOMBARDIER INC",4/29/2013,-21,9E,N8587E,JFK
AIRBUS,4/29/2013,-25,B6,N657JB,JFK
BOEING,4/29/2013,-36,DL,N707TW,JFK
AIRBUS,4/29/2013,0,VX,N855VA,JFK
AIRBUS,4/29/2013,-18,VX,N627VA,JFK
AIRBUS,4/29/2013,28,B6,N638JB,JFK
AIRBUS,4/29/2013,-29,B6,N648JB,JFK
AIRBUS,4/29/2013,-30,B6,N665JB,JFK
"BOMBARDIER INC",4/29/2013,-2,9E,N8432A,JFK
"BOMBARDIER INC",4/29/2013,-13,9E,N8869B,JFK
"BOMBARDIER INC",4/29/2013,22,9E,N908XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,17,DL,N997DL,JFK
"BOMBARDIER INC",4/29/2013,13,9E,N936XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/29/2013,-4,DL,N991DL,JFK
BOEING,4/29/2013,-45,DL,N721TW,JFK
BOEING,4/29/2013,-58,DL,N723TW,JFK
AIRBUS,4/29/2013,-38,B6,N715JB,JFK
AIRBUS,4/29/2013,-23,VX,N623VA,JFK
"BOMBARDIER INC",4/29/2013,6,9E,N8733G,JFK
"BOMBARDIER INC",4/29/2013,-5,9E,N830AY,JFK
"BOMBARDIER INC",4/29/2013,-3,9E,N904XJ,JFK
"BOMBARDIER INC",4/29/2013,-7,9E,N813AY,JFK
CANADAIR,4/29/2013,5,EV,N828AS,JFK
AIRBUS,4/29/2013,-36,VX,N640VA,JFK
"BOMBARDIER INC",4/29/2013,10,9E,N920XJ,JFK
"BOMBARDIER INC",4/29/2013,13,9E,N8541D,JFK
"BOMBARDIER INC",4/29/2013,53,9E,N924XJ,JFK
AIRBUS,4/29/2013,-16,B6,N708JB,JFK
AIRBUS,4/29/2013,-30,B6,N796JB,JFK
AIRBUS,4/29/2013,-13,B6,N633JB,JFK
AIRBUS,4/29/2013,-3,B6,N763JB,JFK
"BOMBARDIER INC",4/29/2013,-22,9E,N919XJ,JFK
AIRBUS,4/29/2013,-6,B6,N746JB,JFK
AIRBUS,4/29/2013,-14,B6,N656JB,JFK
AIRBUS,4/29/2013,-1,B6,N709JB,JFK
AIRBUS,4/30/2013,-12,B6,N821JB,JFK
AIRBUS,4/30/2013,-2,B6,N703JB,JFK
CANADAIR,4/30/2013,5,EV,N827AS,JFK
"AIRBUS INDUSTRIE",4/30/2013,9,US,N712US,JFK
AIRBUS,4/30/2013,-8,B6,N625JB,JFK
BOEING,4/30/2013,-12,DL,N6716C,JFK
BOEING,4/30/2013,-32,DL,N705TW,JFK
BOEING,4/30/2013,28,DL,N718TW,JFK
AIRBUS,4/30/2013,-31,VX,N642VA,JFK
AIRBUS,4/30/2013,-32,VX,N842VA,JFK
AIRBUS,4/30/2013,-27,B6,N789JB,JFK
AIRBUS,4/30/2013,-13,B6,N655JB,JFK
BOEING,4/30/2013,-21,DL,N703TW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/30/2013,2,DL,N919DL,JFK
"BOMBARDIER INC",4/30/2013,-38,9E,N929XJ,JFK
"BOMBARDIER INC",4/30/2013,16,9E,N8516C,JFK
"BOMBARDIER INC",4/30/2013,-46,9E,N924XJ,JFK
AIRBUS,4/30/2013,-17,B6,N651JB,JFK
AIRBUS,4/30/2013,-7,US,N678AW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/30/2013,-24,DL,N969DL,JFK
"BOMBARDIER INC",4/30/2013,-20,9E,N8505Q,JFK
"BOMBARDIER INC",4/30/2013,-11,9E,N919XJ,JFK
AIRBUS,4/30/2013,-3,B6,N624JB,JFK
"BOMBARDIER INC",4/30/2013,-8,9E,N931XJ,JFK
BOEING,4/30/2013,-35,DL,N706TW,JFK
AIRBUS,4/30/2013,-17,B6,N657JB,JFK
AIRBUS,4/30/2013,NULL,B6,N794JB,JFK
AIRBUS,4/30/2013,-35,VX,N844VA,JFK
AIRBUS,4/30/2013,-20,VX,N639VA,JFK
AIRBUS,4/30/2013,-8,B6,N760JB,JFK
BOEING,4/30/2013,-44,DL,N717TW,JFK
"BOMBARDIER INC",4/30/2013,1,9E,N8914A,JFK
CANADAIR,4/30/2013,-12,EV,N826AS,JFK
"AIRBUS INDUSTRIE",4/30/2013,-3,US,N754UW,JFK
AIRBUS,4/30/2013,-19,VX,N846VA,JFK
AIRBUS,4/30/2013,-16,B6,N629JB,JFK
AIRBUS,4/30/2013,1,B6,N658JB,JFK
AIRBUS,4/30/2013,-40,B6,N763JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/30/2013,-26,DL,N966DL,JFK
"BOMBARDIER INC",4/30/2013,-34,9E,N936XJ,JFK
AIRBUS,4/30/2013,16,B6,N729JB,JFK
BOEING,4/30/2013,-31,DL,N706TW,JFK
"AIRBUS INDUSTRIE",4/30/2013,33,US,N756US,JFK
AIRBUS,4/30/2013,16,B6,N703JB,JFK
AIRBUS,4/30/2013,-46,VX,N629VA,JFK
AIRBUS,4/30/2013,-17,B6,N657JB,JFK
"BOMBARDIER INC",4/30/2013,33,9E,N8891A,JFK
"BOMBARDIER INC",4/30/2013,-32,9E,N931XJ,JFK
CANADAIR,4/30/2013,-14,EV,N826AS,JFK
AIRBUS,4/30/2013,-21,B6,N821JB,JFK
BOEING,4/30/2013,-68,DL,N713TW,JFK
"BOMBARDIER INC",4/30/2013,-32,9E,N928XJ,JFK
"BOMBARDIER INC",4/30/2013,-10,9E,N8974C,JFK
"BOMBARDIER INC",4/30/2013,-17,9E,N926XJ,JFK
AIRBUS,4/30/2013,30,B6,N793JB,JFK
"BOMBARDIER INC",4/30/2013,-30,9E,N8921B,JFK
"BOMBARDIER INC",4/30/2013,-29,9E,N8903A,JFK
BOEING,4/30/2013,-50,DL,N723TW,JFK
"BOMBARDIER INC",4/30/2013,-48,9E,N936XJ,JFK
BOEING,4/30/2013,-45,DL,N722TW,JFK
"BOMBARDIER INC",4/30/2013,-33,9E,N917XJ,JFK
"BOMBARDIER INC",4/30/2013,-20,9E,N913XJ,JFK
"BOMBARDIER INC",4/30/2013,1,9E,N8969A,JFK
"BOMBARDIER INC",4/30/2013,16,9E,N8505Q,JFK
"BOMBARDIER INC",4/30/2013,-20,9E,N934XJ,JFK
"BOMBARDIER INC",4/30/2013,-18,9E,N929XJ,JFK
AIRBUS,4/30/2013,-57,B6,N775JB,JFK
AIRBUS,4/30/2013,-29,VX,N848VA,JFK
AIRBUS,4/30/2013,-9,B6,N804JB,JFK
"BOMBARDIER INC",4/30/2013,-22,9E,N923XJ,JFK
"BOMBARDIER INC",4/30/2013,-1,9E,N8672A,JFK
"BOMBARDIER INC",4/30/2013,21,9E,N924XJ,JFK
AIRBUS,4/30/2013,-37,VX,N841VA,JFK
BOEING,4/30/2013,-24,DL,N709TW,JFK
AIRBUS,4/30/2013,30,B6,N651JB,JFK
AIRBUS,4/30/2013,-36,B6,N635JB,JFK
AIRBUS,4/30/2013,-37,B6,N805JB,JFK
"BOMBARDIER INC",4/30/2013,2,9E,N8944B,JFK
"BOMBARDIER INC",4/30/2013,-9,9E,N8891A,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/30/2013,-25,DL,N966DL,JFK
AIRBUS,4/30/2013,-20,B6,N709JB,JFK
"BOMBARDIER INC",4/30/2013,-1,9E,N904XJ,JFK
"BOMBARDIER INC",4/30/2013,-30,9E,N907XJ,JFK
AIRBUS,4/30/2013,-33,VX,N636VA,JFK
BOEING,4/30/2013,-53,DL,N711ZX,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",4/30/2013,-14,DL,N905DL,JFK
"BOMBARDIER INC",4/30/2013,3,9E,N930XJ,JFK
"BOMBARDIER INC",4/30/2013,-47,9E,N922XJ,JFK
"BOMBARDIER INC",4/30/2013,-17,9E,N826AY,JFK
AIRBUS,4/30/2013,-12,B6,N645JB,JFK
"BOMBARDIER INC",4/30/2013,-6,9E,N927XJ,JFK
"BOMBARDIER INC",4/30/2013,-7,9E,N8683B,JFK
"BOMBARDIER INC",4/30/2013,-7,9E,N8936A,JFK
"BOMBARDIER INC",4/30/2013,-6,9E,N8974C,JFK
"BOMBARDIER INC",4/30/2013,0,9E,N926XJ,JFK
AIRBUS,4/30/2013,-28,B6,N656JB,JFK
"BOMBARDIER INC",4/30/2013,-17,9E,N928XJ,JFK
AIRBUS,4/30/2013,-33,VX,N625VA,JFK
AIRBUS,4/30/2013,30,B6,N784JB,JFK
AIRBUS,4/30/2013,-25,B6,N703JB,JFK
"BOMBARDIER INC",4/30/2013,-28,9E,N924XJ,JFK
"BOMBARDIER INC",4/30/2013,70,EV,N833AS,JFK
AIRBUS,4/30/2013,-26,B6,N623JB,JFK
BOEING,4/30/2013,-47,DL,N718TW,JFK
AIRBUS,4/30/2013,-20,B6,N632JB,JFK
AIRBUS,4/30/2013,6,B6,N793JB,JFK
AIRBUS,5/1/2013,408,VX,N628VA,JFK
CANADAIR,5/1/2013,-9,EV,N828AS,JFK
AIRBUS,5/1/2013,-22,B6,N663JB,JFK
"AIRBUS INDUSTRIE",5/1/2013,7,US,N751UW,JFK
AIRBUS,5/1/2013,-26,B6,N794JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/1/2013,-5,DL,N916DE,JFK
AIRBUS,5/1/2013,-45,B6,N807JB,JFK
AIRBUS,5/1/2013,-18,VX,N630VA,JFK
BOEING,5/1/2013,-26,DL,N624AG,JFK
BOEING,5/1/2013,-4,DL,N722TW,JFK
AIRBUS,5/1/2013,-24,VX,N839VA,JFK
"BOMBARDIER INC",5/1/2013,-37,9E,N906XJ,JFK
AIRBUS,5/1/2013,-18,B6,N706JB,JFK
"BOMBARDIER INC",5/1/2013,-24,9E,N8969A,JFK
AIRBUS,5/1/2013,-24,B6,N760JB,JFK
"BOMBARDIER INC",5/1/2013,-36,9E,N927XJ,JFK
AIRBUS,5/1/2013,-23,B6,N651JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/1/2013,-23,DL,N991DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/1/2013,-16,DL,N925DL,JFK
BOEING,5/1/2013,-26,DL,N717TW,JFK
"BOMBARDIER INC",5/1/2013,-46,9E,N930XJ,JFK
AIRBUS,5/1/2013,-16,B6,N821JB,JFK
"BOMBARDIER INC",5/1/2013,-27,9E,N936XJ,JFK
BOEING,5/1/2013,-28,DL,N721TW,JFK
BOEING,5/1/2013,-22,DL,N723TW,JFK
AIRBUS,5/1/2013,-23,B6,N763JB,JFK
"BOMBARDIER INC",5/1/2013,-9,9E,N924XJ,JFK
"BOMBARDIER INC",5/1/2013,16,9E,N8775A,JFK
AIRBUS,5/1/2013,-37,VX,N642VA,JFK
AIRBUS,5/1/2013,-21,B6,N809JB,JFK
"BOMBARDIER INC",5/1/2013,6,9E,N8710A,JFK
AIRBUS,5/1/2013,-21,B6,N638JB,JFK
AIRBUS,5/1/2013,-25,VX,N836VA,JFK
"AIRBUS INDUSTRIE",5/1/2013,-7,US,N748UW,JFK
CANADAIR,5/1/2013,14,EV,N830AS,JFK
AIRBUS,5/1/2013,-22,VX,N842VA,JFK
AIRBUS,5/1/2013,16,B6,N627JB,JFK
"BOMBARDIER INC",5/1/2013,-27,9E,N918XJ,JFK
BOEING,5/1/2013,-31,DL,N723TW,JFK
"AIRBUS INDUSTRIE",5/1/2013,-12,US,N740UW,JFK
AIRBUS,5/1/2013,-28,VX,N626VA,JFK
"BOMBARDIER INC",5/1/2013,22,9E,N8936A,JFK
BOEING,5/1/2013,-50,DL,N707TW,JFK
CANADAIR,5/1/2013,-22,EV,N830AS,JFK
"BOMBARDIER INC",5/1/2013,-30,9E,N823AY,JFK
BOEING,5/1/2013,-25,DL,N705TW,JFK
"BOMBARDIER INC",5/1/2013,-25,9E,N936XJ,JFK
"BOMBARDIER INC",5/1/2013,-17,9E,N907XJ,JFK
"BOMBARDIER INC",5/1/2013,-20,9E,N8891A,JFK
"BOMBARDIER INC",5/1/2013,-23,9E,N923XJ,JFK
AIRBUS,5/1/2013,33,B6,N706JB,JFK
"BOMBARDIER INC",5/1/2013,-43,9E,N914XJ,JFK
"BOMBARDIER INC",5/1/2013,-35,9E,N8918B,JFK
"BOMBARDIER INC",5/1/2013,-63,9E,N918XJ,JFK
"BOMBARDIER INC",5/1/2013,-28,9E,N915XJ,JFK
BOEING,5/1/2013,-57,DL,N711ZX,JFK
BOEING,5/1/2013,-16,DL,N660DL,JFK
"BOMBARDIER INC",5/1/2013,-43,9E,N906XJ,JFK
"BOMBARDIER INC",5/1/2013,-32,9E,N931XJ,JFK
"BOMBARDIER INC",5/1/2013,-12,9E,N937XJ,JFK
"BOMBARDIER INC",5/1/2013,-32,9E,N934XJ,JFK
"BOMBARDIER INC",5/1/2013,42,9E,N8775A,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/1/2013,6,DL,N991DL,JFK
AIRBUS,5/1/2013,-22,VX,N838VA,JFK
AIRBUS,5/1/2013,-31,B6,N646JB,JFK
AIRBUS,5/1/2013,-30,B6,N709JB,JFK
"BOMBARDIER INC",5/1/2013,-33,9E,N8745B,JFK
"BOMBARDIER INC",5/1/2013,-28,9E,N919XJ,JFK
AIRBUS,5/1/2013,2,B6,N639JB,JFK
BOEING,5/1/2013,17,DL,N718TW,JFK
AIRBUS,5/1/2013,-18,B6,N729JB,JFK
AIRBUS,5/1/2013,-10,B6,N708JB,JFK
AIRBUS,5/1/2013,-18,B6,N775JB,JFK
BOEING,5/1/2013,-16,DL,N709TW,JFK
"BOMBARDIER INC",5/1/2013,-10,9E,N8936A,JFK
"BOMBARDIER INC",5/1/2013,-18,9E,N910XJ,JFK
"BOMBARDIER INC",5/1/2013,-10,9E,N8646A,JFK
"BOMBARDIER INC",5/1/2013,-30,9E,N8933B,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/1/2013,-27,DL,N953DL,JFK
"BOMBARDIER INC",5/1/2013,-26,9E,N928XJ,JFK
"BOMBARDIER INC",5/1/2013,-42,9E,N904XJ,JFK
AIRBUS,5/1/2013,-28,B6,N705JB,JFK
BOEING,5/1/2013,-34,DL,N702TW,JFK
"BOMBARDIER INC",5/1/2013,-33,9E,N908XJ,JFK
AIRBUS,5/1/2013,-30,B6,N634JB,JFK
BOEING,5/1/2013,-42,DL,N721TW,JFK
"BOMBARDIER INC",5/1/2013,1,9E,N936XJ,JFK
"BOMBARDIER INC",5/1/2013,-45,9E,N923XJ,JFK
BOEING,5/1/2013,-39,DL,N6712B,JFK
"BOMBARDIER INC",5/1/2013,-1,EV,N833AS,JFK
"BOMBARDIER INC",5/1/2013,-18,9E,N8891A,JFK
"BOMBARDIER INC",5/1/2013,-25,9E,N907XJ,JFK
"BOMBARDIER INC",5/1/2013,74,9E,N913XJ,JFK
"BOMBARDIER INC",5/1/2013,11,9E,N8696C,JFK
AIRBUS,5/1/2013,-29,B6,N627JB,JFK
AIRBUS,5/1/2013,-4,B6,N662JB,JFK
AIRBUS,5/1/2013,3,VX,N624VA,JFK
AIRBUS,5/1/2013,-9,B6,N807JB,JFK
"BOMBARDIER INC",5/1/2013,-16,9E,N934XJ,JFK
"BOMBARDIER INC",5/1/2013,72,9E,N8932C,JFK
BOEING,5/1/2013,-3,DL,N624AG,JFK
AIRBUS,5/1/2013,-16,B6,N804JB,JFK
AIRBUS,5/1/2013,-8,B6,N821JB,JFK
AIRBUS,5/1/2013,-24,B6,N663JB,JFK
AIRBUS,5/2/2013,28,B6,N657JB,JFK
AIRBUS,5/2/2013,319,B6,N641JB,JFK
"BOMBARDIER INC",5/2/2013,15,EV,N835AS,JFK
AIRBUS,5/2/2013,1,B6,N646JB,JFK
AIRBUS,5/2/2013,-3,B6,N709JB,JFK
AIRBUS,5/2/2013,-16,B6,N633JB,JFK
BOEING,5/2/2013,-13,DL,N711ZX,JFK
BOEING,5/2/2013,-17,DL,N727TW,JFK
AIRBUS,5/2/2013,-10,B6,N779JB,JFK
AIRBUS,5/2/2013,-32,VX,N631VA,JFK
AIRBUS,5/2/2013,-47,VX,N839VA,JFK
"BOMBARDIER INC",5/2/2013,-30,9E,N937XJ,JFK
BOEING,5/2/2013,-19,DL,N706TW,JFK
BOEING,5/2/2013,-37,DL,N652DL,JFK
"BOMBARDIER INC",5/2/2013,-33,9E,N908XJ,JFK
AIRBUS,5/2/2013,-15,B6,N746JB,JFK
"BOMBARDIER INC",5/2/2013,1,9E,N8944B,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/2/2013,9,DL,N939DL,JFK
"MCDONNELL DOUGLAS CORPORATION",5/2/2013,-8,DL,N903DE,JFK
AIRBUS,5/2/2013,-13,US,N668AW,JFK
BOEING,5/2/2013,-17,DL,N703TW,JFK
AIRBUS,5/2/2013,35,B6,N635JB,JFK
"BOMBARDIER INC",5/2/2013,-29,9E,N936XJ,JFK
AIRBUS,5/2/2013,-14,B6,N665JB,JFK
"BOMBARDIER INC",5/2/2013,-34,9E,N918XJ,JFK
BOEING,5/2/2013,-19,UA,N67134,JFK
"BOMBARDIER INC",5/2/2013,-32,9E,N912XJ,JFK
BOEING,5/2/2013,-19,DL,N624AG,JFK
AIRBUS,5/2/2013,-3,B6,N629JB,JFK
AIRBUS,5/2/2013,-31,VX,N640VA,JFK
AIRBUS,5/2/2013,-4,B6,N793JB,JFK
AIRBUS,5/2/2013,-32,B6,N804JB,JFK
AIRBUS,5/2/2013,-18,VX,N848VA,JFK
BOEING,5/2/2013,-47,DL,N705TW,JFK
"BOMBARDIER INC",5/2/2013,-2,EV,N909EV,JFK
"AIRBUS INDUSTRIE",5/2/2013,0,US,N758US,JFK
"BOMBARDIER INC",5/2/2013,39,9E,N8914A,JFK
AIRBUS,5/2/2013,-38,VX,N637VA,JFK
AIRBUS,5/2/2013,-18,B6,N663JB,JFK
BOEING,5/2/2013,-32,DL,N709TW,JFK
"BOMBARDIER INC",5/2/2013,-6,9E,N909XJ,JFK
"AIRBUS INDUSTRIE",5/2/2013,3,US,N741UW,JFK
AIRBUS,5/2/2013,-8,B6,N705JB,JFK
AIRBUS,5/2/2013,13,B6,N633JB,JFK
AIRBUS,5/2/2013,12,VX,N625VA,JFK
BOEING,5/2/2013,-25,DL,N722TW,JFK
CANADAIR,5/2/2013,-17,EV,N828AS,JFK
AIRBUS,5/2/2013,10,B6,N709JB,JFK
"BOMBARDIER INC",5/2/2013,24,9E,N8710A,JFK
"BOMBARDIER INC",5/2/2013,-28,9E,N8943A,JFK
BOEING,5/2/2013,-29,DL,N718TW,JFK
"BOMBARDIER INC",5/2/2013,-29,9E,N919XJ,JFK
AIRBUS,5/2/2013,-17,B6,N630JB,JFK
"BOMBARDIER INC",5/2/2013,-33,9E,N922XJ,JFK
"BOMBARDIER INC",5/2/2013,-32,9E,N912XJ,JFK
"BOMBARDIER INC",5/2/2013,-7,9E,N8933B,JFK
"BOMBARDIER INC",5/2/2013,-17,9E,N908XJ,JFK
BOEING,5/2/2013,-12,DL,N624AG,JFK
BOEING,5/2/2013,-4,DL,N645DL,JFK
"BOMBARDIER INC",5/2/2013,4,9E,N909XJ,JFK
"BOMBARDIER INC",5/2/2013,-4,9E,N924XJ,JFK
"BOMBARDIER INC",5/2/2013,-27,9E,N926XJ,JFK
"BOMBARDIER INC",5/2/2013,-26,9E,N937XJ,JFK
BOEING,5/2/2013,-22,DL,N721TW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/2/2013,68,DL,N939DL,JFK
AIRBUS,5/2/2013,-41,B6,N768JB,JFK
AIRBUS,5/2/2013,-39,B6,N807JB,JFK
AIRBUS,5/2/2013,-25,VX,N844VA,JFK
"BOMBARDIER INC",5/2/2013,-23,9E,N8907A,JFK
"BOMBARDIER INC",5/2/2013,-26,9E,N931XJ,JFK
"BOMBARDIER INC",5/2/2013,63,9E,N8412F,JFK
AIRBUS,5/2/2013,-44,B6,N760JB,JFK
AIRBUS,5/2/2013,-36,B6,N703JB,JFK
AIRBUS,5/2/2013,-19,VX,N628VA,JFK
BOEING,5/2/2013,-60,DL,N702TW,JFK
"BOMBARDIER INC",5/2/2013,-25,9E,N8710A,JFK
"BOMBARDIER INC",5/2/2013,-32,9E,N910XJ,JFK
"BOMBARDIER INC",5/2/2013,-26,9E,N907XJ,JFK
"BOMBARDIER INC",5/2/2013,-20,9E,N8921B,JFK
AIRBUS,5/2/2013,-47,B6,N655JB,JFK
AIRBUS,5/2/2013,5,B6,N796JB,JFK
"BOMBARDIER INC",5/2/2013,-43,9E,N8488D,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/2/2013,-27,DL,N929DL,JFK
AIRBUS,5/2/2013,-63,VX,N638VA,JFK
"BOMBARDIER INC",5/2/2013,-52,9E,N904XJ,JFK
BOEING,5/2/2013,-26,DL,N717TW,JFK
AIRBUS,5/2/2013,13,B6,N793JB,JFK
"BOMBARDIER INC",5/2/2013,-24,9E,N927XJ,JFK
"BOMBARDIER INC",5/2/2013,13,9E,N919XJ,JFK
BOEING,5/2/2013,-47,DL,N6700,JFK
"BOMBARDIER INC",5/2/2013,-17,9E,N8974C,JFK
BOEING,5/2/2013,-6,DL,N707TW,JFK
"BOMBARDIER INC",5/2/2013,-4,9E,N8604C,JFK
"BOMBARDIER INC",5/2/2013,-17,9E,N8928A,JFK
"BOMBARDIER INC",5/2/2013,-3,9E,N933XJ,JFK
"BOMBARDIER INC",5/2/2013,-52,9E,N922XJ,JFK
AIRBUS,5/2/2013,-45,VX,N626VA,JFK
"BOMBARDIER INC",5/2/2013,2,9E,N912XJ,JFK
"BOMBARDIER INC",5/2/2013,17,EV,N834AS,JFK
AIRBUS,5/2/2013,47,B6,N708JB,JFK
AIRBUS,5/2/2013,-22,B6,N633JB,JFK
AIRBUS,5/2/2013,-35,B6,N623JB,JFK
"BOMBARDIER INC",5/2/2013,-58,9E,N909XJ,JFK
"BOMBARDIER INC",5/2/2013,62,9E,N917XJ,JFK
BOEING,5/2/2013,-41,DL,N711ZX,JFK
AIRBUS,5/2/2013,-5,B6,N706JB,JFK
AIRBUS,5/2/2013,50,B6,N821JB,JFK
AIRBUS,5/2/2013,-23,B6,N665JB,JFK
CANADAIR,5/3/2013,-7,EV,N828AS,JFK
AIRBUS,5/3/2013,-10,B6,N763JB,JFK
BOEING,5/3/2013,-28,UA,N67134,JFK
AIRBUS,5/3/2013,-14,B6,N729JB,JFK
AIRBUS,5/3/2013,-5,B6,N634JB,JFK
"AIRBUS INDUSTRIE",5/3/2013,-16,US,N762US,JFK
AIRBUS,5/3/2013,-31,B6,N768JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/3/2013,3,DL,N936DL,JFK
AIRBUS,5/3/2013,9,B6,N633JB,JFK
BOEING,5/3/2013,-12,DL,N705TW,JFK
BOEING,5/3/2013,-61,DL,N721TW,JFK
AIRBUS,5/3/2013,-40,B6,N807JB,JFK
AIRBUS,5/3/2013,1,B6,N805JB,JFK
AIRBUS,5/3/2013,-18,VX,N839VA,JFK
BOEING,5/3/2013,-23,DL,N709TW,JFK
"BOMBARDIER INC",5/3/2013,-21,9E,N908XJ,JFK
AIRBUS,5/3/2013,16,B6,N640JB,JFK
"BOMBARDIER INC",5/3/2013,-32,9E,N933XJ,JFK
